method,scenario,seed,num_variables,outcome,executed_verified,optimized_verified,repaired_verified,fallback_used,fallback_verified,raw_verified,wipeout,operational_stall,invalid_decode,continuous_iterations,total_time_ns,propagation_time_ns,continuous_time_ns,repair_time_ns,repair_attempted,repair_initial_core,repair_final_core,repair_expansions,repair_used_explanation,repair_used_assumption_core,repair_used_frontier,repair_boundary_released,repair_full_scope,repair_status,cert_overhead_ns,cert_size_bytes,values_before,values_after,tuples_before,tuples_after,cf_throughput,cf_energy,cf_hof,cf_fairness,ex_throughput,ex_energy,ex_hof,ex_fairness
GAC + CP-SAT,S2,70,18,full_repair,True,False,True,False,False,False,False,False,False,0,3228900,100700,0,3005000,True,18,18,0,False,False,False,0,True,optimal,16600,282,72,58,120,94,12.992577770632934,4.310153149637215e-05,0.04000000002,0.47381000513168475,12.992577770632934,4.310153149637215e-05,0.04000000002,0.47381000513168475
GAC + expl repair,S2,70,18,local_repair,True,False,True,False,False,False,False,False,False,0,1556800,91900,0,1393900,True,12,12,0,False,False,False,0,False,optimal,15600,288,72,58,120,94,13.024560685925957,3.992457116514495e-05,0.04400000002,0.4623118150610391,13.024560685925957,3.992457116514495e-05,0.04400000002,0.4623118150610391
ConsistXApp expl,S2,70,18,direct,True,True,False,False,False,True,False,False,False,100,138790200,95200,138590600,0,False,0,0,0,False,False,False,0,False,none,22200,287,72,58,120,94,15.110743102810318,3.5471452088965364e-05,0.04000000002,0.5057394665496003,15.110743102810318,3.5471452088965364e-05,0.04000000002,0.5057394665496003
ConsistXApp radius,S2,70,18,direct,True,True,False,False,False,True,False,False,False,100,133132600,92200,132925500,0,False,0,0,0,False,False,False,0,False,none,23600,289,72,58,120,94,15.110743102810318,3.5471452088965364e-05,0.04000000002,0.5057394665496003,15.110743102810318,3.5471452088965364e-05,0.04000000002,0.5057394665496003
ConsistXApp assume,S2,70,18,direct,True,True,False,False,False,True,False,False,False,100,133784700,95200,133580900,0,False,0,0,0,False,False,False,0,False,none,22400,289,72,58,120,94,15.110743102810318,3.5471452088965364e-05,0.04000000002,0.5057394665496003,15.110743102810318,3.5471452088965364e-05,0.04000000002,0.5057394665496003
FC + expl repair,S2,70,18,direct,True,True,False,False,False,True,False,False,False,0,179600,0,0,0,False,0,0,0,False,False,False,0,False,none,13500,287,72,0,120,0,15.308780441003647,3.396743470219295e-05,0.04000000002,0.5039089230322775,15.308780441003647,3.396743470219295e-05,0.04000000002,0.5039089230322775
Uncoordinated,S2,71,18,blocked,False,False,False,True,False,False,False,False,False,0,35500,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,126,0,9.910046148195878,5.8930098938673165e-05,0.04400000002,0.3790687388181673,,,,
Static priority,S2,71,18,blocked,False,False,False,True,False,False,False,False,False,0,22700,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,126,0,7.671342113291131,6.257053758147049e-05,0.04400000002,0.41120734408196635,,,,
Continuous only,S2,71,18,direct,True,True,False,False,False,True,False,False,False,50,105112400,0,105007100,0,False,0,0,0,False,False,False,0,False,none,23500,285,72,72,126,126,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817
GAC + decode,S2,71,18,direct,True,True,False,False,False,True,False,False,False,51,59359600,97800,59153000,0,False,0,0,0,False,False,False,0,False,none,23200,283,72,59,126,86,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817
CP-SAT,S2,71,18,full_repair,True,False,True,False,False,False,False,False,False,0,2663600,0,0,2579900,True,18,18,0,False,False,False,0,True,optimal,21000,277,72,72,126,126,11.145862069239968,4.6654085325089494e-05,0.036000000020000006,0.48744349974455164,11.145862069239968,4.6654085325089494e-05,0.036000000020000006,0.48744349974455164
GAC + CP-SAT,S2,71,18,full_repair,True,False,True,False,False,False,False,False,False,0,2369800,98000,0,2197800,True,18,18,0,False,False,False,0,True,optimal,18000,283,72,59,126,86,11.145862069239968,4.6654085325089494e-05,0.036000000020000006,0.48744349974455164,11.145862069239968,4.6654085325089494e-05,0.036000000020000006,0.48744349974455164
GAC + expl repair,S2,71,18,local_repair,True,False,True,False,False,False,False,False,False,0,1202500,92600,0,1039500,True,8,9,1,True,False,False,1,False,optimal,15500,288,72,59,126,86,8.187380438224455,6.253526434531167e-05,0.036000000020000006,0.4361175836215518,8.187380438224455,6.253526434531167e-05,0.036000000020000006,0.4361175836215518
ConsistXApp expl,S2,71,18,direct,True,True,False,False,False,True,False,False,False,51,59901600,91200,59705200,0,False,0,0,0,False,False,False,0,False,none,22800,287,72,59,126,86,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817
ConsistXApp radius,S2,71,18,direct,True,True,False,False,False,True,False,False,False,51,59171400,95900,58966800,0,False,0,0,0,False,False,False,0,False,none,23000,289,72,59,126,86,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817
ConsistXApp assume,S2,71,18,direct,True,True,False,False,False,True,False,False,False,51,59701400,95600,59481400,0,False,0,0,0,False,False,False,0,False,none,25100,289,72,59,126,86,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817,11.046803475399203,4.852082334891273e-05,0.036000000020000006,0.41804478634746817
FC + expl repair,S2,71,18,direct,True,True,False,False,False,True,False,False,False,0,178900,0,0,0,False,0,0,0,False,False,False,0,False,none,14800,287,72,0,126,0,9.310443017648721,5.1555011838869535e-05,0.036000000020000006,0.448087797473271,9.310443017648721,5.1555011838869535e-05,0.036000000020000006,0.448087797473271
Uncoordinated,S2,72,18,blocked,False,False,False,True,False,False,False,False,False,0,47800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,104,0,11.52357572439881,4.443065349203589e-05,0.028000000020000002,0.4758657448229143,,,,
Static priority,S2,72,18,blocked,False,False,False,True,False,False,False,False,False,0,29300,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,104,0,6.0377084318817955,7.950036100872076e-05,0.04400000002,0.3630108724274137,,,,
Continuous only,S2,72,18,direct,True,True,False,False,False,True,False,False,False,73,129384300,0,129277400,0,False,0,0,0,False,False,False,0,False,none,23900,286,72,72,104,104,10.428287310635303,4.986437221284431e-05,0.036000000020000006,0.45391156536049293,10.428287310635303,4.986437221284431e-05,0.036000000020000006,0.45391156536049293
GAC + decode,S2,72,18,direct,True,True,False,False,False,True,False,False,False,56,36858500,164700,36574500,0,False,0,0,0,False,False,False,0,False,none,23100,283,72,45,104,54,9.941450225000704,5.230625192814494e-05,0.03200000002,0.4267885677034613,9.941450225000704,5.230625192814494e-05,0.03200000002,0.4267885677034613
CP-SAT,S2,72,18,full_repair,True,False,True,False,False,False,False,False,False,0,1842100,0,0,1768700,True,18,18,0,False,False,False,0,True,optimal,17400,277,72,72,104,104,10.435183299661714,4.753150814476629e-05,0.036000000020000006,0.3826044890157533,10.435183299661714,4.753150814476629e-05,0.036000000020000006,0.3826044890157533
GAC + CP-SAT,S2,72,18,full_repair,True,False,True,False,False,False,False,False,False,0,1833600,119000,0,1642200,True,18,18,0,False,False,False,0,True,optimal,17400,283,72,45,104,54,10.435183299661714,4.753150814476629e-05,0.036000000020000006,0.3826044890157533,10.435183299661714,4.753150814476629e-05,0.036000000020000006,0.3826044890157533
GAC + expl repair,S2,72,18,local_repair,True,False,True,False,False,False,False,False,False,0,1892400,116000,0,1706500,True,5,10,2,True,False,True,5,False,optimal,16000,287,72,45,104,54,10.435183299661714,4.753150814476629e-05,0.036000000020000006,0.3826044890157533,10.435183299661714,4.753150814476629e-05,0.036000000020000006,0.3826044890157533
ConsistXApp expl,S2,72,18,direct,True,True,False,False,False,True,False,False,False,56,36922600,115700,36701800,0,False,0,0,0,False,False,False,0,False,none,22200,285,72,45,104,54,9.941450225000704,5.230625192814494e-05,0.03200000002,0.4267885677034613,9.941450225000704,5.230625192814494e-05,0.03200000002,0.4267885677034613
ConsistXApp radius,S2,72,18,direct,True,True,False,False,False,True,False,False,False,56,37354600,119300,37125700,0,False,0,0,0,False,False,False,0,False,none,23200,289,72,45,104,54,9.941450225000704,5.230625192814494e-05,0.03200000002,0.4267885677034613,9.941450225000704,5.230625192814494e-05,0.03200000002,0.4267885677034613
ConsistXApp assume,S2,72,18,direct,True,True,False,False,False,True,False,False,False,56,37116300,118100,36888600,0,False,0,0,0,False,False,False,0,False,none,23100,288,72,45,104,54,9.941450225000704,5.230625192814494e-05,0.03200000002,0.4267885677034613,9.941450225000704,5.230625192814494e-05,0.03200000002,0.4267885677034613
FC + expl repair,S2,72,18,direct,True,True,False,False,False,True,False,False,False,0,174000,0,0,0,False,0,0,0,False,False,False,0,False,none,16200,287,72,0,104,0,9.394836827957345,5.2794956323668465e-05,0.036000000020000006,0.4243185195378524,9.394836827957345,5.2794956323668465e-05,0.036000000020000006,0.4243185195378524
Uncoordinated,S2,73,18,blocked,False,False,False,True,False,False,False,False,False,0,34000,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,124,0,7.440200211387579,7.096583223551846e-05,0.04000000002,0.416286047905186,,,,
Static priority,S2,73,18,blocked,False,False,False,True,False,False,False,False,False,0,22000,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,124,0,5.181572894706271,9.263596397348568e-05,0.04400000002,0.3026207483881839,,,,
Continuous only,S2,73,18,direct,True,True,False,False,False,True,False,False,False,100,206668500,0,206563900,0,False,0,0,0,False,False,False,0,False,none,23500,286,72,72,124,124,9.647235316954106,5.7218465380429987e-05,0.04000000002,0.3346955721988058,9.647235316954106,5.7218465380429987e-05,0.04000000002,0.3346955721988058
GAC + decode,S2,73,18,direct,True,True,False,False,False,True,False,False,False,87,91648100,102900,91431400,0,False,0,0,0,False,False,False,0,False,none,22700,283,72,57,124,79,10.121774925106749,5.611664003623452e-05,0.04000000002,0.3552084907693126,10.121774925106749,5.611664003623452e-05,0.04000000002,0.3552084907693126
CP-SAT,S2,73,18,full_repair,True,False,True,False,False,False,False,False,False,0,2715500,0,0,2634300,True,18,18,0,False,False,False,0,True,optimal,21500,278,72,72,124,124,9.636556488976504,5.728187248540975e-05,0.04000000002,0.33135921716323785,9.636556488976504,5.728187248540975e-05,0.04000000002,0.33135921716323785
GAC + CP-SAT,S2,73,18,full_repair,True,False,True,False,False,False,False,False,False,0,2546200,102000,0,2378100,True,18,18,0,False,False,False,0,True,optimal,16000,283,72,57,124,79,9.636556488976504,5.728187248540975e-05,0.04000000002,0.33135921716323785,9.636556488976504,5.728187248540975e-05,0.04000000002,0.33135921716323785
GAC + expl repair,S2,73,18,local_repair,True,False,True,False,False,False,False,False,False,0,2474800,102300,0,2299400,True,11,12,1,True,False,False,1,False,optimal,16400,288,72,57,124,79,9.636556488976504,5.728187248540975e-05,0.04000000002,0.33135921716323785,9.636556488976504,5.728187248540975e-05,0.04000000002,0.33135921716323785
ConsistXApp expl,S2,73,18,direct,True,True,False,False,False,True,False,False,False,87,87967000,104700,87758500,0,False,0,0,0,False,False,False,0,False,none,21700,286,72,57,124,79,10.121774925106749,5.611664003623452e-05,0.04000000002,0.3552084907693126,10.121774925106749,5.611664003623452e-05,0.04000000002,0.3552084907693126
ConsistXApp radius,S2,73,18,direct,True,True,False,False,False,True,False,False,False,87,87599700,101500,87288500,0,False,0,0,0,False,False,False,0,False,none,72700,289,72,57,124,79,10.121774925106749,5.611664003623452e-05,0.04000000002,0.3552084907693126,10.121774925106749,5.611664003623452e-05,0.04000000002,0.3552084907693126
ConsistXApp assume,S2,73,18,direct,True,True,False,False,False,True,False,False,False,87,87400100,137400,87150700,0,False,0,0,0,False,False,False,0,False,none,22400,289,72,57,124,79,10.121774925106749,5.611664003623452e-05,0.04000000002,0.3552084907693126,10.121774925106749,5.611664003623452e-05,0.04000000002,0.3552084907693126
FC + expl repair,S2,73,18,direct,True,True,False,False,False,True,False,False,False,0,181400,0,0,0,False,0,0,0,False,False,False,0,False,none,14100,286,72,0,124,0,9.042152902298007,5.839317314196402e-05,0.04000000002,0.37262024175160113,9.042152902298007,5.839317314196402e-05,0.04000000002,0.37262024175160113
Uncoordinated,S2,74,18,blocked,False,False,False,True,False,False,False,False,False,0,35200,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,141,0,12.116013955109832,4.5559538148864415e-05,0.04000000002,0.45548491502012206,,,,
Static priority,S2,74,18,blocked,False,False,False,True,False,False,False,False,False,0,23100,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,141,0,6.62928912994043,7.240595342751528e-05,0.04400000002,0.3443187773645268,,,,
Continuous only,S2,74,18,blocked,False,False,False,True,False,False,False,True,False,45,101863900,0,101810100,0,False,0,0,0,False,False,False,0,False,none,0,0,72,72,141,141,9.561437517606828,5.354843338746731e-05,0.036000000020000006,0.4462146166099685,,,,
GAC + decode,S2,74,18,blocked,False,False,False,True,False,False,False,True,False,35,58792300,95300,58636600,0,False,0,0,0,False,False,False,0,False,none,0,0,72,65,141,117,9.561437517606828,5.354843338746731e-05,0.036000000020000006,0.4462146166099685,,,,
CP-SAT,S2,74,18,full_repair,True,False,True,False,False,False,False,False,False,0,3500500,0,0,3421300,True,18,18,0,False,False,False,0,True,optimal,21400,277,72,72,141,141,11.806353158043045,4.60768869707579e-05,0.036000000020000006,0.4692112009864303,11.806353158043045,4.60768869707579e-05,0.036000000020000006,0.4692112009864303
GAC + CP-SAT,S2,74,18,full_repair,True,False,True,False,False,False,False,False,False,0,3562600,94500,0,3397700,True,18,18,0,False,False,False,0,True,optimal,17400,283,72,65,141,117,11.806353158043045,4.60768869707579e-05,0.036000000020000006,0.4692112009864303,11.806353158043045,4.60768869707579e-05,0.036000000020000006,0.4692112009864303
GAC + expl repair,S2,74,18,local_repair,True,False,True,False,False,False,False,False,False,0,2223400,91800,0,2063500,True,13,13,0,False,False,False,0,False,optimal,15400,288,72,65,141,117,10.004487552198755,5.357595750940783e-05,0.036000000020000006,0.42969511690860274,10.004487552198755,5.357595750940783e-05,0.036000000020000006,0.42969511690860274
ConsistXApp expl,S2,74,18,local_repair,True,False,True,False,False,False,False,True,False,35,60535600,91500,58834700,1500100,True,4,4,0,False,False,False,0,False,optimal,20700,287,72,65,141,117,10.918259921174483,4.909207180170722e-05,0.036000000020000006,0.4360926400236797,10.918259921174483,4.909207180170722e-05,0.036000000020000006,0.4360926400236797
ConsistXApp radius,S2,74,18,local_repair,True,False,True,False,False,False,False,True,False,35,59687600,93500,58195800,1285800,True,4,4,0,False,False,False,0,False,optimal,20500,289,72,65,141,117,10.918259921174483,4.909207180170722e-05,0.036000000020000006,0.4360926400236797,10.918259921174483,4.909207180170722e-05,0.036000000020000006,0.4360926400236797
ConsistXApp assume,S2,74,18,local_repair,True,False,True,False,False,False,False,True,False,35,60482200,95100,59043500,1220200,True,4,4,0,False,False,False,0,False,optimal,28100,289,72,65,141,117,10.918259921174483,4.909207180170722e-05,0.036000000020000006,0.4360926400236797,10.918259921174483,4.909207180170722e-05,0.036000000020000006,0.4360926400236797
FC + expl repair,S2,74,18,direct,True,True,False,False,False,True,False,False,False,0,316900,0,0,0,False,0,0,0,False,False,False,0,False,none,13600,287,72,0,141,0,7.970519356246838,6.222932005193156e-05,0.04400000002,0.39774953191030005,7.970519356246838,6.222932005193156e-05,0.04400000002,0.39774953191030005
Uncoordinated,S2,75,18,blocked,False,False,False,True,False,False,False,False,False,0,33300,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,117,0,13.068327036174145,4.040302928894073e-05,0.036000000020000006,0.4815972803083804,,,,
Static priority,S2,75,18,blocked,False,False,False,True,False,False,False,False,False,0,22900,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,72,0,117,0,7.585115101437417,6.328183469609282e-05,0.04400000002,0.3360672893518422,,,,
Continuous only,S2,75,18,blocked,False,False,False,True,False,False,False,True,False,26,49105800,0,49050700,0,False,0,0,0,False,False,False,0,False,none,0,0,72,72,117,117,12.86825964802124,4.227455886652483e-05,0.04000000002,0.4203921215802275,,,,
